UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Type_H,Type_L,Type_M
448,M15307,297.6,308.7,1376,59.9,74,0,0,0,1
449,L47628,297.5,308.6,1552,44.9,77,0,0,1,0
450,L47629,297.6,308.7,1622,37.9,79,0,0,1,0
451,M15310,297.6,308.7,1419,41.7,81,0,0,0,1
452,H29865,297.5,308.6,1440,46.1,84,0,1,0,0
453,M15312,297.4,308.6,1643,31.0,89,0,0,0,1
454,L47633,297.4,308.7,1510,36.2,92,0,0,1,0
455,L47634,297.4,308.7,1468,46.6,94,0,0,1,0
456,L47635,297.4,308.7,1429,57.4,96,0,0,1,0
457,H29870,297.3,308.7,1478,47.6,98,0,1,0,0
458,L47637,297.4,308.6,1276,53.6,103,0,0,1,0
459,L47638,297.3,308.6,1486,42.6,105,0,0,1,0
460,L47639,297.4,308.6,1476,42.3,107,0,0,1,0
461,H29874,297.3,308.6,1431,42.0,109,0,1,0,0
462,L47641,297.4,308.7,1402,40.2,114,0,0,1,0
463,L47642,297.4,308.7,1433,43.4,116,0,0,1,0
464,L47643,297.4,308.7,2874,4.2,118,1,0,1,0
465,L47644,297.3,308.6,1511,35.7,120,0,0,1,0
466,M15325,297.3,308.6,1456,42.9,122,0,0,0,1
467,L47646,297.2,308.5,1550,41.5,125,0,0,1,0
468,L47647,297.2,308.5,2182,16.5,127,0,0,1,0
469,L47648,297.3,308.7,1619,31.6,129,0,0,1,0
470,M15329,297.3,308.8,1586,32.7,131,0,0,0,1
471,H29884,297.3,308.8,1499,44.2,134,0,1,0,0
472,H29885,297.3,308.8,1419,42.4,139,0,1,0,0
473,M15332,297.4,309.0,1497,41.8,144,0,0,0,1
474,M15333,297.4,309.0,1520,37.0,147,0,0,0,1
475,L47654,297.4,309.1,1478,49.8,150,0,0,1,0
476,L47655,297.4,309.1,1380,41.1,152,0,0,1,0
477,L47656,297.4,309.0,1570,37.9,154,0,0,1,0
478,H29891,297.4,309.0,1468,41.4,156,0,1,0,0
479,L47658,297.4,309.0,1833,22.6,161,0,0,1,0
480,M15339,297.4,308.9,1323,57.3,163,0,0,0,1
481,L47660,297.4,309.0,1583,32.0,166,0,0,1,0
482,M15341,297.3,309.0,1556,39.5,168,0,0,0,1
483,L47662,297.3,309.0,1548,37.4,171,0,0,1,0
484,L47663,297.4,309.0,1324,56.9,173,0,0,1,0
485,L47664,297.4,309.0,1568,33.7,175,0,0,1,0
486,M15345,297.4,309.0,1685,30.7,177,0,0,0,1
487,M15346,297.4,309.1,1582,35.9,180,0,0,0,1
488,M15347,297.4,309.1,1463,35.0,183,0,0,0,1
489,L47668,297.4,309.2,1584,42.8,186,0,0,1,0
490,M15349,297.5,309.2,1347,55.8,188,0,0,0,1
491,L47670,297.4,309.2,1459,37.9,191,0,0,1,0
492,L47671,297.4,309.2,1420,45.6,193,0,0,1,0
493,L47672,297.5,309.3,1404,43.5,195,0,0,1,0
494,L47673,297.5,309.3,1470,38.8,197,0,0,1,0
495,L47674,297.6,309.4,1326,49.8,199,0,0,1,0
496,H29909,297.5,309.3,1459,49.7,201,0,1,0,0
497,M15356,297.5,309.2,1530,40.0,206,0,0,0,1
498,L47677,297.4,309.0,1505,39.2,209,0,0,1,0
499,L47678,297.5,309.1,1611,30.2,211,0,0,1,0
500,L47679,297.5,309.1,1515,35.1,213,0,0,1,0
501,M15360,297.5,309.2,1804,27.4,215,0,0,0,1
502,M15361,297.6,309.3,1464,46.2,218,0,0,0,1
503,L47682,297.6,309.2,1390,43.3,221,0,0,1,0
504,M15363,297.6,309.2,1442,48.1,0,0,0,0,1
505,M15364,297.6,309.3,1529,41.9,3,0,0,0,1
506,L47685,297.6,309.3,1610,35.0,6,0,0,1,0
507,L47686,297.6,309.3,1543,34.3,8,0,0,1,0
508,H29921,297.8,309.4,1445,48.2,10,0,1,0,0
509,L47688,297.7,309.3,1893,24.6,15,0,0,1,0
510,M15369,297.6,309.3,1415,41.3,17,0,0,0,1
511,L47690,297.5,309.3,1564,37.5,20,0,0,1,0
512,L47691,297.5,309.3,1479,39.4,22,0,0,1,0
513,L47692,297.5,309.2,1426,44.8,24,0,0,1,0
514,L47693,297.4,309.2,1428,38.8,26,0,0,1,0
515,L47694,297.4,309.2,1620,33.2,28,0,0,1,0
516,L47695,297.5,309.2,1715,28.0,30,0,0,1,0
517,L47696,297.5,309.3,1732,29.9,32,0,0,1,0
518,M15377,297.5,309.4,1391,58.2,34,0,0,0,1
519,L47698,297.6,309.5,1924,20.6,37,0,0,1,0
520,M15379,297.7,309.5,2027,19.8,39,0,0,0,1
521,L47700,297.6,309.5,1617,36.2,42,0,0,1,0
522,L47701,297.5,309.4,1497,35.8,44,0,0,1,0
523,M15382,297.5,309.5,1448,43.7,46,0,0,0,1
524,L47703,297.4,309.4,1401,45.9,49,0,0,1,0
525,L47704,297.4,309.4,1620,35.4,51,0,0,1,0
526,L47705,297.4,309.4,1466,45.5,53,0,0,1,0
527,L47706,297.6,309.5,1373,50.6,55,0,0,1,0
528,M15387,297.6,309.6,1592,35.8,57,0,0,0,1
529,M15388,297.5,309.5,1553,42.4,60,0,0,0,1
530,L47709,297.6,309.5,1569,36.2,63,0,0,1,0
531,M15390,297.6,309.5,1709,32.2,65,0,0,0,1
532,L47711,297.6,309.5,1549,34.9,68,0,0,1,0
533,L47712,297.5,309.4,1443,45.4,70,0,0,1,0
534,L47713,297.5,309.3,1675,29.8,72,0,0,1,0
535,L47714,297.5,309.3,1623,33.4,74,0,0,1,0
536,H29949,297.4,309.3,1365,52.4,76,0,1,0,0
537,L47716,297.4,309.3,1759,24.8,81,0,0,1,0
538,H29951,297.4,309.3,1516,43.0,83,0,1,0,0
539,M15398,297.4,309.3,1499,36.8,88,0,0,0,1
540,M15399,297.4,309.3,1775,25.8,91,0,0,0,1
541,L47720,297.4,309.4,1473,45.5,94,0,0,1,0
542,L47721,297.4,309.4,1296,52.3,96,0,0,1,0
543,L47722,297.5,309.4,1803,24.7,98,0,0,1,0
544,H29957,297.5,309.3,1563,36.1,100,0,1,0,0
545,M15404,297.5,309.4,1831,26.6,105,0,0,0,1
546,L47725,297.6,309.4,1958,22.1,108,0,0,1,0
547,L47726,297.5,309.4,1809,24.3,110,0,0,1,0
548,M15407,297.5,309.4,1482,39.3,112,0,0,0,1
549,L47728,297.4,309.3,1332,53.2,115,0,0,1,0
550,L47729,297.4,309.2,1437,40.4,117,0,0,1,0
551,L47730,297.4,309.2,1698,29.4,119,0,0,1,0
552,L47731,297.4,309.2,1274,54.3,121,0,0,1,0
553,M15412,297.4,309.3,1622,35.0,123,0,0,0,1
554,M15413,297.4,309.3,1564,36.0,126,0,0,0,1
555,H29968,297.5,309.4,1368,45.3,129,0,1,0,0
556,M15415,297.4,309.4,1539,42.2,134,0,0,0,1
557,L47736,297.5,309.4,1357,50.1,137,0,0,1,0
558,M15417,297.5,309.4,1433,48.3,139,0,0,0,1
559,L47738,297.5,309.4,1650,34.6,142,0,0,1,0
560,L47739,297.5,309.4,1503,40.6,144,0,0,1,0
561,L47740,297.5,309.4,1318,58.2,146,0,0,1,0
562,M15421,297.5,309.4,1678,34.4,148,0,0,0,1
563,L47742,297.6,309.5,1574,30.9,151,0,0,1,0
564,L47743,297.7,309.6,1529,35.2,153,0,0,1,0
565,H29978,297.6,309.6,1669,32.1,155,0,1,0,0
566,H29979,297.7,309.7,1570,35.8,160,0,1,0,0
567,M15426,297.6,309.7,1541,33.7,165,0,0,0,1
568,M15427,297.7,309.7,1680,30.2,168,0,0,0,1
569,L47748,297.8,309.7,1935,22.1,171,0,0,1,0
570,M15429,297.7,309.6,1596,35.2,173,0,0,0,1
571,L47750,297.7,309.7,1498,41.0,176,0,0,1,0
572,M15431,297.8,309.8,1676,29.0,178,0,0,0,1
573,L47752,297.8,309.9,1351,49.0,181,0,0,1,0
574,L47753,297.9,309.9,1472,45.0,183,0,0,1,0
575,M15434,297.9,310.0,1439,41.7,185,0,0,0,1
576,M15435,297.9,309.9,1410,55.4,188,0,0,0,1
577,H29990,297.7,309.7,1440,51.1,191,0,1,0,0
578,L47757,297.7,309.7,1591,37.7,196,0,0,1,0
579,L47758,297.8,309.8,1533,36.8,198,0,0,1,0
580,M15439,297.8,309.7,1700,31.3,200,0,0,0,1
581,M15440,297.8,309.8,1798,25.5,203,0,0,0,1
582,L47761,297.8,309.7,1394,42.9,206,0,0,1,0
583,L47762,297.8,309.7,1341,49.2,208,0,0,1,0
584,H29997,297.7,309.6,1697,32.2,210,0,1,0,0
585,H29998,297.6,309.6,1419,48.2,215,0,1,0,0
586,L47765,297.6,309.5,2001,20.5,220,0,0,1,0
587,L47766,297.6,309.6,1501,49.8,222,1,0,1,0
588,H30001,297.6,309.5,1623,33.1,224,0,1,0,0
589,L47768,297.6,309.4,1628,33.4,229,0,0,1,0
590,L47769,297.6,309.4,1491,40.2,231,0,0,1,0
591,L47770,297.5,309.4,1517,36.7,233,0,0,1,0
592,H30005,297.5,309.3,1525,41.7,235,0,1,0,0
593,H30006,297.5,309.5,1668,27.9,240,0,1,0,0
594,L47773,297.5,309.6,1312,50.7,0,0,0,1,0
595,H30008,297.6,309.6,1278,50.4,2,0,1,0,0
596,M15455,297.6,309.6,1330,53.1,7,0,0,0,1
597,M15456,297.6,309.6,1530,37.3,10,0,0,0,1
598,H30011,297.6,309.6,1428,46.6,13,0,1,0,0
599,L47778,297.7,309.6,1480,47.9,18,0,0,1,0
600,H30013,297.7,309.7,1616,31.1,20,0,1,0,0
601,L47780,297.8,309.7,1547,37.3,25,0,0,1,0
602,L47781,297.9,309.7,2194,16.8,27,0,0,1,0
603,L47782,297.9,309.8,2000,21.3,29,0,0,1,0
604,L47783,297.9,309.8,1336,71.6,31,1,0,1,0
605,L47784,297.9,309.9,1542,33.8,33,0,0,1,0
606,M15465,297.9,309.8,1693,29.9,35,0,0,0,1
607,L47786,297.9,309.8,1461,50.5,38,0,0,1,0
608,M15467,298.0,309.9,1565,33.9,40,0,0,0,1
609,L47788,298.0,309.9,1403,47.7,43,0,0,1,0
610,L47789,298.1,309.9,1629,32.5,45,0,0,1,0
611,L47790,298.1,310.0,1534,33.7,47,0,0,1,0
612,L47791,298.1,310.0,1553,40.9,49,0,0,1,0
613,L47792,298.1,309.9,1563,32.8,51,0,0,1,0
614,L47793,298.1,309.9,1634,30.0,53,0,0,1,0
615,M15474,298.0,309.9,1445,45.2,55,0,0,0,1
616,L47795,298.1,309.9,1642,30.4,58,0,0,1,0
617,H30030,298.1,309.9,1686,29.1,60,0,1,0,0
618,M15477,298.1,310.0,1393,43.1,65,0,0,0,1
619,H30032,298.2,310.0,1433,44.2,68,0,1,0,0
620,L47799,298.3,310.0,1507,44.7,73,0,0,1,0
621,M15480,298.3,310.1,1389,49.6,75,0,0,0,1
622,L47801,298.3,310.1,1408,45.3,78,0,0,1,0
623,M15482,298.4,310.2,1725,32.0,80,0,0,0,1
624,L47803,298.4,310.1,1926,23.7,83,0,0,1,0
625,H30038,298.3,310.1,1509,37.6,85,0,1,0,0
626,L47805,298.3,310.1,1545,36.3,90,0,0,1,0
627,L47806,298.4,310.1,1533,35.2,92,0,0,1,0
628,L47807,298.4,310.1,1455,42.2,94,0,0,1,0
629,M15488,298.4,310.1,1335,57.8,96,0,0,0,1
630,L47809,298.3,310.1,1523,45.9,99,0,0,1,0
631,L47810,298.3,310.0,1460,47.6,101,0,0,1,0
632,L47811,298.4,310.0,1554,37.3,103,0,0,1,0
633,H30046,298.3,310.0,1419,47.1,105,0,1,0,0
634,L47813,298.3,310.0,1442,43.9,110,0,0,1,0
635,L47814,298.3,309.9,1507,41.6,112,0,0,1,0
636,L47815,298.3,310.0,1858,23.9,114,0,0,1,0
637,L47816,298.3,309.9,1463,43.9,116,0,0,1,0
638,L47817,298.2,309.7,1585,37.4,118,0,0,1,0
639,L47818,298.0,309.6,1536,37.3,120,0,0,1,0
640,L47819,298.0,309.6,1403,51.3,122,0,0,1,0
641,M15500,297.9,309.6,1515,38.8,124,0,0,0,1
642,L47821,297.9,309.5,1390,47.9,127,0,0,1,0
643,M15502,297.8,309.4,1226,58.7,129,0,0,0,1
644,M15503,297.8,309.4,1495,36.5,132,0,0,0,1
645,H30058,297.7,309.4,1608,30.2,135,0,1,0,0
646,L47825,297.7,309.4,1392,44.1,140,0,0,1,0
647,M15506,297.7,309.4,1461,43.7,142,0,0,0,1
648,L47827,297.7,309.3,1559,36.9,145,0,0,1,0
649,H30062,297.7,309.3,1400,48.9,147,0,1,0,0
650,M15509,297.7,309.2,1732,28.8,152,0,0,0,1
651,L47830,297.6,309.2,1611,33.1,155,0,0,1,0
652,L47831,297.6,309.1,1503,38.9,157,0,0,1,0
653,L47832,297.7,309.2,1391,44.5,159,0,0,1,0
654,L47833,297.8,309.3,2015,20.1,161,0,0,1,0
655,L47834,297.8,309.2,1683,30.9,163,0,0,1,0
656,L47835,297.7,309.1,1435,38.8,165,0,0,1,0
657,M15516,297.7,309.1,1732,28.1,167,0,0,0,1
658,L47837,297.7,309.2,1365,58.6,170,0,0,1,0
659,L47838,297.7,309.1,1562,36.8,172,0,0,1,0
660,L47839,297.6,309.1,1449,49.1,174,0,0,1,0
661,M15520,297.7,309.2,1700,27.4,176,0,0,0,1
662,M15521,297.6,309.0,1427,45.6,179,0,0,0,1
663,M15522,297.6,308.9,1479,38.1,182,0,0,0,1
664,L47843,297.5,308.9,1469,44.0,185,0,0,1,0
665,L47844,297.5,308.9,1390,47.4,187,0,0,1,0
666,L47845,297.5,308.9,1729,28.1,189,0,0,1,0
667,L47846,297.5,309.0,1470,43.5,191,0,0,1,0
668,L47847,297.5,308.9,1459,48.5,193,0,0,1,0
669,L47848,297.5,308.9,1738,24.0,195,0,0,1,0
670,H30083,297.5,308.9,1471,37.7,197,0,1,0,0
671,L47850,297.6,309.0,1822,25.4,202,0,0,1,0
672,L47851,297.5,308.9,1554,34.8,204,0,0,1,0
673,M15532,297.6,308.9,1433,43.2,206,0,0,0,1
674,L47853,297.6,308.9,1449,47.7,209,0,0,1,0
675,L47854,297.8,309.0,1456,41.2,0,0,0,1,0
676,M15535,297.8,309.1,1424,45.5,2,0,0,0,1
677,H30090,297.9,309.2,1577,34.7,5,0,1,0,0
678,L47857,297.9,309.2,1478,39.7,10,0,0,1,0
679,M15538,297.8,309.2,1295,61.2,12,0,0,0,1
680,L47859,297.8,309.2,1372,47.3,15,0,0,1,0
681,M15540,297.8,309.1,1432,42.6,17,0,0,0,1
682,M15541,297.7,309.0,1656,33.2,20,0,0,0,1
683,H30096,297.8,309.0,1410,48.8,23,0,1,0,0
684,L47863,297.7,309.0,1874,24.4,28,0,0,1,0
685,L47864,297.7,309.0,1538,43.2,30,0,0,1,0
686,M15545,297.7,309.0,1636,29.7,32,0,0,0,1
687,M15546,297.7,309.0,1504,40.4,35,0,0,0,1
688,M15547,297.7,309.0,1531,42.4,38,0,0,0,1
689,H30102,297.6,309.0,1735,26.4,41,0,1,0,0
690,H30103,297.6,309.0,1354,55.6,46,0,1,0,0
691,H30104,297.6,309.0,1413,40.2,51,0,1,0,0
692,L47871,297.7,309.1,1563,39.3,56,0,0,1,0
693,L47872,297.7,309.1,1479,42.1,58,0,0,1,0
694,L47873,297.7,309.1,1477,38.3,60,0,0,1,0
695,L47874,297.6,309.1,1394,50.0,62,0,0,1,0
696,L47875,297.6,309.0,1487,45.4,64,0,0,1,0
697,M15556,297.6,309.0,1815,25.3,66,0,0,0,1
698,M15557,297.6,308.8,1453,39.7,69,0,0,0,1
699,L47878,297.6,308.8,1539,40.2,72,0,0,1,0
700,H30113,297.5,308.7,1416,39.2,74,0,1,0,0
701,M15560,297.6,308.8,1683,31.6,79,0,0,0,1
702,L47881,297.7,308.8,1515,40.1,82,0,0,1,0
703,M15562,297.7,308.9,1531,48.3,84,0,0,0,1
704,H30117,297.7,308.9,1479,40.9,87,0,1,0,0
705,L47884,297.7,308.9,1516,33.7,92,0,0,1,0
706,L47885,297.7,309.0,1507,38.2,94,0,0,1,0
707,M15566,297.8,309.0,1434,43.3,96,0,0,0,1
708,L47887,297.7,308.9,1838,27.3,99,0,0,1,0
709,M15568,297.6,308.8,1416,45.9,101,0,0,0,1
710,M15569,297.6,308.8,1357,49.7,104,0,0,0,1
711,M15570,297.5,308.7,1697,28.1,107,0,0,0,1
712,L47891,297.5,308.7,1443,46.2,110,0,0,1,0
713,L47892,297.5,308.7,1453,37.6,112,0,0,1,0
714,L47893,297.4,308.6,1439,46.4,114,0,0,1,0
715,L47894,297.4,308.6,1609,36.2,116,0,0,1,0
716,L47895,297.4,308.6,1324,59.1,118,0,0,1,0
717,H30130,297.4,308.6,1420,45.8,120,0,1,0,0
718,L47897,297.4,308.7,1545,36.9,125,0,0,1,0
719,L47898,297.5,308.8,1477,39.0,127,0,0,1,0
720,L47899,297.4,308.8,1447,58.1,129,0,0,1,0
721,L47900,297.4,308.9,1809,23.8,131,0,0,1,0
722,L47901,297.5,308.9,1696,30.9,133,0,0,1,0
723,L47902,297.5,308.9,1427,44.7,135,0,0,1,0
724,M15583,297.4,308.9,1500,46.3,137,0,0,0,1
725,L47904,297.5,308.9,1390,44.6,140,0,0,1,0
726,L47905,297.4,308.8,1640,34.2,142,0,0,1,0
727,M15586,297.4,308.8,1628,37.4,144,0,0,0,1
728,H30141,297.3,308.6,1499,37.6,147,0,1,0,0
729,M15588,297.4,308.7,1425,50.3,152,0,0,0,1
730,L47909,297.3,308.6,1586,37.7,155,0,0,1,0
731,M15590,297.3,308.6,1471,50.7,157,0,0,0,1
732,M15591,297.3,308.6,1431,53.0,160,0,0,0,1
733,L47912,297.2,308.6,1924,22.1,163,0,0,1,0
734,M15593,297.1,308.4,1421,42.0,165,0,0,0,1
735,H30148,297.0,308.4,1305,54.6,168,0,1,0,0
736,L47915,296.9,308.4,1557,32.4,173,0,0,1,0
737,L47916,296.9,308.3,1555,38.2,175,0,0,1,0
738,H30151,296.9,308.3,1474,39.2,177,0,1,0,0
739,L47918,296.8,308.3,1506,45.9,182,0,0,1,0
740,L47919,296.9,308.4,1390,41.8,184,0,0,1,0
741,M15600,296.9,308.4,1450,46.9,186,0,0,0,1
742,L47921,296.9,308.3,1513,38.8,189,0,0,1,0
743,L47922,296.8,308.2,1643,34.7,191,0,0,1,0
744,L47923,296.8,308.2,1361,53.8,193,0,0,1,0
745,L47924,296.7,308.1,1450,40.9,195,0,0,1,0
746,L47925,296.7,308.0,1451,50.7,197,0,0,1,0
747,L47926,296.8,308.1,1289,62.0,199,1,0,1,0
748,L47927,296.8,308.1,1356,48.3,201,0,0,1,0
749,H30162,296.7,308.1,1528,46.3,203,0,1,0,0
750,L47929,296.6,308.0,1978,22.3,208,0,0,1,0
751,L47930,296.7,308.0,1535,36.8,210,0,0,1,0
752,M15611,296.8,308.1,1843,24.2,212,0,0,0,1
753,L47932,296.9,308.1,1422,48.7,215,0,0,1,0
754,L47933,296.8,308.0,1536,40.4,217,0,0,1,0
755,M15614,296.9,308.1,1483,44.3,219,0,0,0,1
756,H30169,296.8,308.1,1492,43.7,222,0,1,0,0
757,L47936,296.8,308.0,1584,40.4,227,0,0,1,0
758,L47937,296.9,308.1,1555,33.7,229,0,0,1,0
759,L47938,296.8,308.0,1497,41.7,231,0,0,1,0
760,M15619,296.7,307.8,1537,36.3,233,0,0,0,1
761,L47940,296.7,307.8,1505,39.4,236,0,0,1,0
762,L47941,296.7,307.8,1646,34.6,238,0,0,1,0
763,M15622,296.7,307.8,1286,60.5,0,0,0,0,1
764,L47943,296.7,307.8,1400,47.5,3,0,0,1,0
765,L47944,296.8,307.9,1337,56.5,5,0,0,1,0
766,L47945,296.9,308.0,1332,53.9,7,0,0,1,0
767,L47946,296.8,308.0,1561,38.3,9,0,0,1,0
768,L47947,296.9,308.0,1546,31.1,11,0,0,1,0
769,L47948,296.9,308.0,1713,29.3,13,0,0,1,0
770,L47949,296.9,308.0,1343,44.5,15,0,0,1,0
771,L47950,296.8,308.0,1391,54.4,17,0,0,1,0
772,H30185,296.8,308.0,1311,58.6,19,0,1,0,0
773,H30186,296.8,308.0,1453,51.0,24,0,1,0,0
774,L47953,296.8,308.0,1510,39.4,29,0,0,1,0
775,L47954,296.8,307.9,1448,48.8,31,0,0,1,0
776,L47955,296.7,307.8,1453,46.0,33,0,0,1,0
777,L47956,296.7,307.8,1468,39.2,35,0,0,1,0
778,L47957,296.7,307.8,1382,47.5,37,0,0,1,0
779,L47958,296.7,308.0,1580,32.2,39,0,0,1,0
780,L47959,296.8,308.0,1666,29.8,41,0,0,1,0
781,M15640,296.9,308.0,1409,50.7,43,0,0,0,1
782,L47961,296.8,308.0,1675,29.7,46,0,0,1,0
783,L47962,296.8,307.9,1698,30.8,48,0,0,1,0
784,H30197,296.7,307.9,1579,33.4,50,0,1,0,0
785,L47964,296.7,307.9,1743,27.9,55,0,0,1,0
786,M15645,296.9,308.0,1497,44.8,57,0,0,0,1
787,L47966,296.9,308.1,1741,28.8,60,0,0,1,0
788,L47967,296.9,308.1,1435,45.3,62,0,0,1,0
789,M15648,296.9,308.1,1440,46.3,64,0,0,0,1
790,M15649,296.9,308.0,1641,33.3,67,0,0,0,1
791,L47970,296.8,307.9,1420,45.4,70,0,0,1,0
792,L47971,296.8,307.9,1611,35.4,72,0,0,1,0
793,L47972,296.8,307.8,1373,42.9,74,0,0,1,0
794,M15653,296.8,307.9,1683,31.8,76,0,0,0,1
795,H30208,296.9,307.9,1547,32.6,79,0,1,0,0
796,L47975,296.9,307.8,1605,37.0,84,0,0,1,0
797,M15656,296.9,307.9,2010,18.9,86,0,0,0,1
798,L47977,296.8,307.7,1565,40.1,89,0,0,1,0
799,M15658,296.9,307.8,1828,24.6,91,0,0,0,1
800,M15659,297.0,307.8,1579,34.1,94,0,0,0,1
801,M15660,297.0,307.9,1882,24.2,97,0,0,0,1
802,L47981,296.9,307.8,1285,52.1,100,0,0,1,0
803,L47982,296.9,307.8,1571,35.0,102,0,0,1,0
804,H30217,296.9,307.8,1549,37.8,104,0,1,0,0
805,M15664,296.9,307.8,1544,37.6,109,0,0,0,1
806,M15665,297.0,307.9,1412,47.4,112,0,0,0,1
807,M15666,297.0,307.9,1422,53.0,115,0,0,0,1
808,L47987,297.0,307.7,1867,22.8,118,0,0,1,0
809,L47988,296.9,307.7,1424,43.3,120,0,0,1,0
810,L47989,296.9,307.6,1452,45.7,122,0,0,1,0
811,L47990,296.9,307.7,1550,39.7,124,0,0,1,0
812,L47991,296.8,307.6,1588,37.6,126,0,0,1,0
813,L47992,296.8,307.6,1338,44.4,128,0,0,1,0
814,L47993,296.8,307.6,1513,40.0,130,0,0,1,0
815,M15674,296.8,307.5,1470,45.9,132,0,0,0,1
816,M15675,296.8,307.5,1516,36.7,135,0,0,0,1
817,L47996,296.8,307.6,1434,48.3,138,0,0,1,0
818,L47997,296.8,307.6,1368,52.0,140,0,0,1,0
819,L47998,296.8,307.6,1304,48.7,142,0,0,1,0
820,L47999,296.8,307.6,1398,46.7,144,0,0,1,0
821,L48000,296.7,307.6,1516,37.4,146,0,0,1,0
822,L48001,296.7,307.6,1474,41.7,148,0,0,1,0
823,M15682,296.7,307.6,1547,34.7,150,0,0,0,1
824,M15683,296.6,307.5,1482,39.9,153,0,0,0,1
825,L48004,296.6,307.4,1436,42.8,156,0,0,1,0
826,L48005,296.6,307.3,1474,40.0,158,0,0,1,0
827,L48006,296.5,307.2,1481,38.2,160,0,0,1,0
828,L48007,296.5,307.3,1501,42.1,162,0,0,1,0
829,L48008,296.5,307.3,1566,37.2,164,0,0,1,0
830,L48009,296.5,307.3,1579,34.5,166,0,0,1,0
831,L48010,296.6,307.4,1631,35.0,168,0,0,1,0
832,M15691,296.6,307.4,1544,42.3,170,0,0,0,1
833,L48012,296.6,307.4,1521,38.6,173,0,0,1,0
834,L48013,296.6,307.4,1616,28.0,175,0,0,1,0
835,H30248,296.6,307.4,1333,50.2,177,0,1,0,0
836,M15695,296.7,307.4,1533,32.5,182,0,0,0,1
837,L48016,296.6,307.4,1368,45.1,185,0,0,1,0
838,L48017,296.6,307.4,1465,47.8,187,0,0,1,0
839,H30252,296.6,307.4,1406,41.5,189,0,1,0,0
840,M15699,296.5,307.4,1565,43.5,194,0,0,0,1
841,L48020,296.6,307.5,1582,37.9,197,0,0,1,0
842,L48021,296.6,307.5,1439,45.5,199,0,0,1,0
843,M15702,296.6,307.5,1566,35.0,201,0,0,0,1
844,L48023,296.6,307.5,1485,42.7,204,0,0,1,0
845,L48024,296.5,307.5,1566,35.1,206,0,0,1,0
846,L48025,296.3,307.3,1439,41.5,208,0,0,1,0
847,M15706,296.4,307.4,1416,50.0,210,0,0,0,1
848,L48027,296.4,307.4,2833,5.6,213,1,0,1,0
849,L48028,296.3,307.4,1465,47.1,215,0,0,1,0
850,H30263,296.4,307.4,1586,35.5,0,0,1,0,0
851,L48030,296.3,307.3,1567,31.4,5,0,0,1,0
852,M15711,296.2,307.2,1389,48.6,7,0,0,0,1
853,M15712,296.3,307.3,1368,49.5,10,0,0,0,1
854,L48033,296.3,307.3,1444,49.0,13,0,0,1,0
855,M15714,296.3,307.3,1498,41.6,15,0,0,0,1
856,L48035,296.1,307.2,1615,30.8,18,0,0,1,0
857,L48036,296.1,307.1,1898,22.7,20,0,0,1,0
858,M15717,296.1,307.1,1350,53.3,22,0,0,0,1
859,M15718,296.2,307.0,1516,37.6,25,0,0,0,1
860,H30273,296.2,307.0,1542,40.6,28,0,1,0,0
861,H30274,296.1,306.9,1541,32.6,33,0,1,0,0
862,M15721,296.1,306.9,1951,23.3,38,0,0,0,1
863,H30276,296.1,306.8,1645,31.0,41,0,1,0,0
864,L48043,296.0,306.7,1416,44.2,46,0,0,1,0
865,M15724,296.0,306.7,2044,22.3,48,0,0,0,1
866,L48045,295.9,306.6,1414,50.2,51,0,0,1,0
867,L48046,295.9,306.6,1678,26.7,53,0,0,1,0
868,H30281,295.9,306.5,1594,33.2,55,0,1,0,0
869,M15728,295.8,306.5,1514,37.7,60,0,0,0,1
870,L48049,295.8,306.5,1358,49.2,63,0,0,1,0
871,L48050,295.8,306.4,1325,56.2,65,0,0,1,0
872,L48051,295.8,306.4,1339,53.2,67,0,0,1,0
873,M15732,295.8,306.4,1335,51.7,69,0,0,0,1
874,L48053,295.9,306.4,1892,21.7,72,0,0,1,0
875,L48054,295.9,306.4,1575,28.5,74,0,0,1,0
876,M15735,295.8,306.3,1444,45.5,76,0,0,0,1
877,L48056,295.7,306.3,1915,22.4,79,0,0,1,0
878,M15737,295.6,306.2,1584,33.6,81,0,0,0,1
879,M15738,295.7,306.3,1685,34.9,84,0,0,0,1
880,L48059,295.8,306.3,1337,54.6,87,0,0,1,0
881,M15740,295.8,306.3,1235,76.2,89,1,0,0,1
882,L48061,295.7,306.2,1464,46.2,92,0,0,1,0
883,M15742,295.7,306.2,1739,25.9,94,0,0,0,1
884,L48063,295.7,306.3,1490,34.3,97,0,0,1,0
885,L48064,295.8,306.4,1356,48.0,99,0,0,1,0
886,L48065,295.7,306.2,1397,52.0,101,0,0,1,0
887,L48066,295.7,306.2,1458,40.6,103,0,0,1,0
888,H30301,295.7,306.2,2161,16.5,105,0,1,0,0
889,M15748,295.6,306.1,1651,28.1,110,0,0,0,1
890,L48069,295.6,306.1,1389,46.2,113,0,0,1,0
891,L48070,295.6,306.0,1370,52.4,115,0,0,1,0
892,L48071,295.7,306.1,1408,47.9,117,0,0,1,0
893,L48072,295.7,306.1,1343,54.4,119,0,0,1,0
894,M15753,295.7,306.2,1423,42.5,121,0,0,0,1
895,L48074,295.6,306.2,1426,48.6,124,0,0,1,0
896,M15755,295.6,306.2,1435,51.6,126,0,0,0,1
